Allergic bronchopulmonary aspergillosis	Allergic bronchopulmonary aspergillosis	103920
Alopecia areata 1	Alopecia areata 1	104000
Palmoplantar keratoderma with congenital alopecia	Palmoplantar keratoderma with congenital alopecia	104100
Alopecia, familial focal	Alopecia, familial focal	104110
Alopecia, psychomotor epilepsy, pyorrhea, and mental subnormality	Alopecia, psychomotor epilepsy, pyorrhea, and mental subnormality	104130
Alport syndrome 3, autosomal dominant	Alport syndrome 3, autosomal dominant	104200
Alternating hemiplegia of childhood 1	Alternating hemiplegia of childhood 1	104290
Alzheimer disease	Alzheimer disease	104300
Alzheimer disease 2	Alzheimer disease 2	104310
Amastia, bilateral, with ureteral triplication and dysmorphism	Amastia, bilateral, with ureteral triplication and dysmorphism	104350
Amelia and terminal transverse hemimelia	Amelia and terminal transverse hemimelia	104400
Amelogenesis imperfecta, type IB	Amelogenesis imperfecta, type IB	104500
Amelogenesis imperfecta, type IV	Amelogenesis imperfecta, type IV	104510
Amelogenesis imperfecta, type IA	Amelogenesis imperfecta, type IA	104530
Ameloonychohypohidrotic syndrome	Ameloonychohypohidrotic syndrome	104570
Amyloidosis, Finnish type	Amyloidosis, Finnish type	105120
Amyloidosis VI	Amyloidosis VI	105150
Amyloidosis, familial visceral	Amyloidosis, familial visceral	105200
Amyloidosis, hereditary, transthyretin-related	Amyloidosis, hereditary, transthyretin-related	105210
Amyloidosis, primary localized cutaneous, 1	Amyloidosis, primary localized cutaneous, 1	105250
Amyotrophic dystonic paraplegia	Amyotrophic dystonic paraplegia	105300
Amyotrophic lateral sclerosis 1	Amyotrophic lateral sclerosis 1	105400
Amyotrophic lateral sclerosis-parkinsonism/dementia complex 1	Amyotrophic lateral sclerosis-parkinsonism/dementia complex 1	105500
Amyotrophic lateral sclerosis and/or frontotemporal dementia 1	Amyotrophic lateral sclerosis and/or frontotemporal dementia 1	105550
Anal canal carcinomacloacogenic carcinoma, included	Anal canal carcinomacloacogenic carcinoma, included	105580
Anemia, dyserythropoietic congenital, type III	Anemia, dyserythropoietic congenital, type III	105600
Diamond-Blackfan anemia 1	Diamond-Blackfan anemia 1	105650
Aneurysm, intracranial berry, 1	Aneurysm, intracranial berry, 1	105800
Aneurysm of interventricular septum	Aneurysm of interventricular septum	105805
Angelman syndrome	Angelman syndrome	105830
Angel-Shaped phalangoepiphyseal dysplasia	Angel-Shaped phalangoepiphyseal dysplasia	105835
Angioma serpiginosum, autosomal dominant	Angioma serpiginosum, autosomal dominant	106050
Angioma, hereditary neurocutaneousspinal arterial venous malformations with cutaneous hemangiomas, included	Angioma, hereditary neurocutaneousspinal arterial venous malformations with cutaneous hemangiomas, included	106070
Angioedema, hereditary, 1	Angioedema, hereditary, 1	106100
Anhidrosis, isolated, with normal sweat glands	Anhidrosis, isolated, with normal sweat glands	106190
Aniridia	Aniridia	106210
Aniridia and absent patella	Aniridia and absent patella	106220
Aniridia, microcornea, and spontaneously reabsorbed cataract	Aniridia, microcornea, and spontaneously reabsorbed cataract	106230
Ankyloblepharon filiforme adnatum and cleft palate	Ankyloblepharon filiforme adnatum and cleft palate	106250
Ankyloblepharon-Ectodermal defects-cleft lip/palate	Ankyloblepharon-Ectodermal defects-cleft lip/palate	106260
Ankyloglossia with or without tooth anomalies	Ankyloglossia with or without tooth anomalies	106280
Spondyloarthropathy, susceptibility to, 1	Spondyloarthropathy, susceptibility to, 1	106300
Ankylosing vertebral hyperostosis with tylosisdiffuse idiopathic skeletal hyperostosis, included	Ankylosing vertebral hyperostosis with tylosisdiffuse idiopathic skeletal hyperostosis, included	106400
Annular erythema	Annular erythema	106500
Tooth agenesis, selective, 1	Tooth agenesis, selective, 1	106600
Total anomalous pulmonary venous return 1	Total anomalous pulmonary venous return 1	106700
Anonychia with flexural pigmentation	Anonychia with flexural pigmentation	106750
ANONYCHIA-ECTRODACTYLY	ANONYCHIA-ECTRODACTYLY	106900
Anonychia-Onychodystrophy with hypoplasia or absence of distal phalanges	Anonychia-Onychodystrophy with hypoplasia or absence of distal phalanges	106995
Nail disorder, nonsyndromic congenital, 6	Nail disorder, nonsyndromic congenital, 6	107000
Anorectal anomalies	Anorectal anomalies	107100
Anosmia, congenital	Anosmia, congenital	107200
Anterior segment dysgenesis 1	Anterior segment dysgenesis 1	107250
Antiphospholipid syndrome, familial	Antiphospholipid syndrome, familial	107320
Townes-Brocks syndrome 1	Townes-Brocks syndrome 1	107480
Aortic arch anomaly with peculiar facies and mental retardation	Aortic arch anomaly with peculiar facies and mental retardation	107500
Aortic arch interruption, facial palsy, and retinal coloboma	Aortic arch interruption, facial palsy, and retinal coloboma	107550
Aplasia cutis congenita, nonsyndromic	Aplasia cutis congenita, nonsyndromic	107600
Apnea, central sleep	Apnea, central sleep	107640
Apnea, obstructive sleep	Apnea, obstructive sleep	107650
Appendicitis, proneness to	Appendicitis, proneness to	107700
Arms, malformation of	Arms, malformation of	107900
Arrhythmogenic right ventricular dysplasia, familial, 1	Arrhythmogenic right ventricular dysplasia, familial, 1	107970
Arteries, anomalies of	Arteries, anomalies of	108000
Arteriovenous malformation of the brain, somatic	Arteriovenous malformation of the brain, somatic	108010
Arthrogryposis, distal, type 1A	Arthrogryposis, distal, type 1A	108120
Arthrogryposis, distal, type 5	Arthrogryposis, distal, type 5	108145
Arthrogryposis-Like hand anomaly and sensorineural deafness	Arthrogryposis-Like hand anomaly and sensorineural deafness	108200
Stickler syndrome, type I	Stickler syndrome, type I	108300
Spermatogenic failure 2	Spermatogenic failure 2	108420
Asymmetric short stature syndrome	Asymmetric short stature syndrome	108450
Episodic ataxia, type 2	Episodic ataxia, type 2	108500
Spastic ataxia 1, autosomal dominant	Spastic ataxia 1, autosomal dominant	108600
Spastic ataxia 7, autosomal dominant	Spastic ataxia 7, autosomal dominant	108650
Ataxia with fasciculations	Ataxia with fasciculations	108700
Atelosteogenesis, type I	Atelosteogenesis, type I	108720
Atelosteogenesis, type III	Atelosteogenesis, type III	108721
Atherosclerosis susceptibility	Atherosclerosis susceptibility	108725
Atresia of external auditory canal and conduction deafness	Atresia of external auditory canal and conduction deafness	108760
Atrial standstill 1	Atrial standstill 1	108770
Atrial septal defect 1	Atrial septal defect 1	108800
Atrial septal defect with atrioventricular conduction defects	Atrial septal defect with atrioventricular conduction defects	108900
Atrial tachyarrhythmia with short pr interval	Atrial tachyarrhythmia with short pr interval	108950
Sveinsson chorioretinal atrophy	Sveinsson chorioretinal atrophy	108985
AURICULOOSTEODYSPLASIA	AURICULOOSTEODYSPLASIA	109000
Auralcephalosyndactyly	Auralcephalosyndactyly	109050
Autoimmune disease	Autoimmune disease	109100
Axenfeld-Rieger anomaly with partially absent eye muscles, distinctive face, hydrocephaly, and skeletal abnormalities	Axenfeld-Rieger anomaly with partially absent eye muscles, distinctive face, hydrocephaly, and skeletal abnormalities	109120
Axial osteomalacia	Axial osteomalacia	109130
Machado-Joseph disease	Machado-Joseph disease	109150
Alopecia, androgenetic, 1	Alopecia, androgenetic, 1	109200
Gastroesophageal reflux	Gastroesophageal reflux	109350
Basal cell nevus syndrome	Basal cell nevus syndrome	109400
Basilar impression, primary	Basilar impression, primary	109500
B-CELL MALIGNANCY, LOW-GRADE	B-CELL MALIGNANCY, LOW-GRADE	109543
Behcet syndrome	Behcet syndrome	109650
Biliary cirrhosis, primary	Biliary cirrhosis, primary	109720
Aortic valve disease 1	Aortic valve disease 1	109730
Bladder cancer	Bladder cancer	109800
Blepharochalasis and double lip	Blepharochalasis and double lip	109900
Blepharochalasis, superior	Blepharochalasis, superior	110000
Blepharonasofacial malformation syndrome	Blepharonasofacial malformation syndrome	110050
Blepharophimosis, epicanthus inversus, and ptosis	Blepharophimosis, epicanthus inversus, and ptosis	110100
Blepharoptosis, myopia, and ectopia lentis	Blepharoptosis, myopia, and ectopia lentis	110150
Blue rubber bleb nevus	Blue rubber bleb nevus	112200
Cole-Carpenter syndrome 1	Cole-Carpenter syndrome 1	112240
Diaphyseal medullary stenosis with malignant fibrous histiocytoma	Diaphyseal medullary stenosis with malignant fibrous histiocytoma	112250
Bone pain, periodic	Bone pain, periodic	112270
Book syndrome	Book syndrome	112300
Boomerang dysplasia	Boomerang dysplasia	112310
Weismann-Netter syndrome	Weismann-Netter syndrome	112350
Brachmann-De lange-like facial changes with microcephaly, metatarsusadductus, and developmental delay	Brachmann-De lange-like facial changes with microcephaly, metatarsusadductus, and developmental delay	112370
Hypertension and brachydactyly syndrome	Hypertension and brachydactyly syndrome	112410
Brachydactyly, preaxial, with hallux varus and thumb abduction	Brachydactyly, preaxial, with hallux varus and thumb abduction	112450
Brachydactyly, type A1	Brachydactyly, type A1	112500
Brachydactyly, type A2	Brachydactyly, type A2	112600
Brachydactyly, type A3	Brachydactyly, type A3	112700
Brachydactyly, type A4	Brachydactyly, type A4	112800
Brachydactyly, type A6	Brachydactyly, type A6	112910
Brachydactyly, type B1	Brachydactyly, type B1	113000
Brachydactyly, type C	Brachydactyly, type C	113100
Brachydactyly, type D	Brachydactyly, type D	113200
Brachydactyly, type E	Brachydactyly, type E	113300
Brachydactyly, type e, with atrial septal defect, type II	Brachydactyly, type e, with atrial septal defect, type II	113301
Brachydactyly-Ectrodactyly with fibular aplasia or hypoplasia	Brachydactyly-Ectrodactyly with fibular aplasia or hypoplasia	113310
Brachydactyly-Nystagmus-Cerebellar ataxia	Brachydactyly-Nystagmus-Cerebellar ataxia	113400
Brachymorphism-Onychodysplasia-Dysphalangism syndrome	Brachymorphism-Onychodysplasia-Dysphalangism syndrome	113477
Brachyolmia type 3	Brachyolmia type 3	113500
Branchial cleft anomaliesbranchial cysts, included	Branchial cleft anomaliesbranchial cysts, included	113600
Branchial myoclonus with spastic paraparesis and cerebellar ataxia	Branchial myoclonus with spastic paraparesis and cerebellar ataxia	113610
Branchiooculofacial syndrome	Branchiooculofacial syndrome	113620
Branchiootorenal syndrome 1	Branchiootorenal syndrome 1	113650
Breast, unilateral giant	Breast, unilateral giant	113670
Breasts and/or nipples, aplasia or hypoplasia of, 1	Breasts and/or nipples, aplasia or hypoplasia of, 1	113700
Albinism, oculocutaneous, type VI	Albinism, oculocutaneous, type VI	113750
Epidermolytic hyperkeratosis	Epidermolytic hyperkeratosis	113800
Progressive familial heart block, type IA	Progressive familial heart block, type IA	113900
Bundle branch block, familial isolated complete right	Bundle branch block, familial isolated complete right	113950
Burkitt lymphoma	Burkitt lymphoma	113970
Caffey disease	Caffey disease	114000
Cafe-Au-Lait spots, multiple	Cafe-Au-Lait spots, multiple	114030
Calcific aortic disease with immunologic abnormalities, familial	Calcific aortic disease with immunologic abnormalities, familial	114065
Basal ganglia calcification, idiopathic, childhood-onset	Basal ganglia calcification, idiopathic, childhood-onset	114100
Callosities, hereditary painful	Callosities, hereditary painful	114140
CAMPTOBRACHYDACTYLY	CAMPTOBRACHYDACTYLY	114150
Camptodactyly 1	Camptodactyly 1	114200
Campomelic dysplasia	Campomelic dysplasia	114290
Arthrogryposis, distal, type 3	Arthrogryposis, distal, type 3	114300
Cancer, familial, with in vitro radioresistance	Cancer, familial, with in vitro radioresistance	114450
Breast cancer	Breast cancer	114480
Colorectal cancer	Colorectal cancer	114500
Hepatocellular carcinoma	Hepatocellular carcinoma	114550
Candidiasis, familial chronic mucocutaneous, autosomal dominant	Candidiasis, familial chronic mucocutaneous, autosomal dominant	114580
Canine teeth, absence of upper permanent	Canine teeth, absence of upper permanent	114600
Car factor deficiency	Car factor deficiency	114650
Carabelli anomaly of maxillary molar teeth	Carabelli anomaly of maxillary molar teeth	114700
Carcinoid tumors, intestinal	Carcinoid tumors, intestinal	114900
Ventricular arrythmias due to cardiac ryanodine receptor calcium release deficiency syndrome	Ventricular arrythmias due to cardiac ryanodine receptor calcium release deficiency syndrome	115000
Cardiac conduction defectsudden cardiac death, included	Cardiac conduction defectsudden cardiac death, included	115080
Cardiofaciocutaneous syndrome 1	Cardiofaciocutaneous syndrome 1	115150
Cardiomyopathy, familial hypertrophic, 2	Cardiomyopathy, familial hypertrophic, 2	115195
Cardiomyopathy, familial hypertrophic, 3	Cardiomyopathy, familial hypertrophic, 3	115196
Cardiomyopathy, familial hypertrophic, 4	Cardiomyopathy, familial hypertrophic, 4	115197
Cardiomyopathy, dilated, 1A	Cardiomyopathy, dilated, 1A	115200
Cardiomyopathy, familial restrictive, 1	Cardiomyopathy, familial restrictive, 1	115210
Collagenoma, familial cutaneous	Collagenoma, familial cutaneous	115250
Carotenemia, familial	Carotenemia, familial	115300
Paragangliomas 4	Paragangliomas 4	115310
Carpal displacement	Carpal displacement	115400
Carpal tunnel syndrome	Carpal tunnel syndrome	115430
Cat eye syndrome	Cat eye syndrome	115470
Cataract, anterior polar, 1	Cataract, anterior polar, 1	115650
Cataract 7	Cataract 7	115660
Cataract, congenital, Volkmann type	Cataract, congenital, Volkmann type	115665
Cataract, crystalline aculeiform	Cataract, crystalline aculeiform	115700
Cataract, crystalline coralliform	Cataract, crystalline coralliform	115800
Cataract 42	Cataract 42	115900
Cataract 20, multiple types	Cataract 20, multiple types	116100
Cataract 1, multiple types	Cataract 1, multiple types	116200
Cataract 30, multiple types	Cataract 30, multiple types	116300
Cataract, nuclear total	Cataract, nuclear total	116400
Cataract, posterior polar, 1 ctpa cataract, congenital total, included	Cataract, posterior polar, 1 ctpa cataract, congenital total, included	116600
Cataract 13 with adult i phenotype	Cataract 13 with adult i phenotype	116700
Cataract, lamellar	Cataract, lamellar	116800
Cerebral cavernous malformations 1	Cerebral cavernous malformations 1	116860
Celiac artery stenosis from compression by median arcuate ligamentof diaphragm	Celiac artery stenosis from compression by median arcuate ligamentof diaphragm	116870
Leukocyte adhesion deficiency, type I	Leukocyte adhesion deficiency, type I	116920
Central core disease	Central core disease	117000
Centralopathic epilepsy	Centralopathic epilepsy	117100
Spinocerebellar ataxia 31	Spinocerebellar ataxia 31	117210
Dementia, familial danish	Dementia, familial danish	117300
Spinocerebellar ataxia 29, congenital nonprogressive	Spinocerebellar ataxia 29, congenital nonprogressive	117360
Sotos syndrome	Sotos syndrome	117550
Sotos syndrome 1	Sotos syndrome 1	117550
Cerebrocostomandibular syndrome	Cerebrocostomandibular syndrome	117650
Cervical hypertrichosis with underlying kyphoscoliosis	Cervical hypertrichosis with underlying kyphoscoliosis	117850
Cervical rib	Cervical rib	117900
Cervical vertebral bridge	Cervical vertebral bridge	118000
Cervical vertebral dysplasia	Cervical vertebral dysplasia	118005
Klippel-Feil syndrome 1, autosomal dominant	Klippel-Feil syndrome 1, autosomal dominant	118100
Charcot-Marie-Tooth disease, type 1B	Charcot-Marie-Tooth disease, type 1B	118200
Charcot-Marie-Tooth disease, axonal, type 2A1	Charcot-Marie-Tooth disease, axonal, type 2A1	118210
Charcot-Marie-Tooth disease, demyelinating, type 1A	Charcot-Marie-Tooth disease, demyelinating, type 1A	118220
Charcot-Marie-Tooth disease and deafness	Charcot-Marie-Tooth disease and deafness	118300
Chemodectoma, intraabdominal, with cutaneous angiolipomas	Chemodectoma, intraabdominal, with cutaneous angiolipomas	118350
Cherubism	Cherubism	118400
Chiari malformation type I	Chiari malformation type I	118420
Alagille syndrome 1	Alagille syndrome 1	118450
Chondrocalcinosis 2	Chondrocalcinosis 2	118600
Chondrocalcinosis due to apatite crystal deposition	Chondrocalcinosis due to apatite crystal deposition	118610
Chondrodysplasia punctata, autosomal dominantchondrodysplasia punctata due to vitamin K deficiency, included	Chondrodysplasia punctata, autosomal dominantchondrodysplasia punctata due to vitamin K deficiency, included	118650
Chondrodysplasia punctata, Tibia-Metacarpal type	Chondrodysplasia punctata, Tibia-Metacarpal type	118651
Chorea, benign hereditary	Chorea, benign hereditary	118700
Choreoathetosis, familial inverted	Choreoathetosis, familial inverted	118750
Paroxysmal nonkinesigenic dyskinesia 1	Paroxysmal nonkinesigenic dyskinesia 1	118800
Chylomicronemia, familial, due to circulating inhibitor of lipoproteinlipase	Chylomicronemia, familial, due to circulating inhibitor of lipoproteinlipase	118830
Split-Hand/foot malformation with long bone deficiency 1	Split-Hand/foot malformation with long bone deficiency 1	119100
van der Woude syndrome 1	van der Woude syndrome 1	119300
Popliteal pterygium syndrome	Popliteal pterygium syndrome	119500
Orofacial cleft 1	Orofacial cleft 1	119530
Cleft palate, isolated	Cleft palate, isolated	119540
Cleft palate-lateral synechia syndrome	Cleft palate-lateral synechia syndrome	119550
Cleft soft palate	Cleft soft palate	119570
Blepharocheilodontic syndrome 1	Blepharocheilodontic syndrome 1	119580
Cleidocranial dysplasia	Cleidocranial dysplasia	119600
Cleidorhizomelic syndrome	Cleidorhizomelic syndrome	119650
Clubfoot, congenital, with or without deficiency of long bones and/or mirror-image polydactyly	Clubfoot, congenital, with or without deficiency of long bones and/or mirror-image polydactyly	119800
Digital clubbing, isolated congenital	Digital clubbing, isolated congenital	119900
Cluster headache, familial	Cluster headache, familial	119915
Coarctation of aorta	Coarctation of aorta	120000
Cochleosaccular degeneration of the inner ear with progressive cataracts	Cochleosaccular degeneration of the inner ear with progressive cataracts	120040
Coxsackievirus B3 susceptibility	Coxsackievirus B3 susceptibility	120050
Familial cold inflammatory syndrome 1	Familial cold inflammatory syndrome 1	120100
Coloboma, ocular	Coloboma, ocular	120200
Coloboma of macula	Coloboma of macula	120300
Papillorenal syndrome	Papillorenal syndrome	120330
Coloboma of macula with type B brachydactyly	Coloboma of macula with type B brachydactyly	120400
Coloboma of optic nerveoptic nerve head pits, bilateral congenital, included	Coloboma of optic nerveoptic nerve head pits, bilateral congenital, included	120430
Coloboma, ocular, with or without hearing impairment, cleft lip/palate, and/or mental retardation	Coloboma, ocular, with or without hearing impairment, cleft lip/palate, and/or mental retardation	120433
Lynch syndrome I	Lynch syndrome I	120435
Comedones, familial dyskeratotic	Comedones, familial dyskeratotic	120450
Commissural lip pits	Commissural lip pits	120500
Branchiootic syndrome 2	Branchiootic syndrome 2	120502
Complement component 4, partial deficiency of	Complement component 4, partial deficiency of	120790
Cone-Rod dystrophy 2	Cone-Rod dystrophy 2	120970
Contractural arachnodactyly, congenital	Contractural arachnodactyly, congenital	121050
Arthrogryposis, distal, type 2E	Arthrogryposis, distal, type 2E	121070
Seizures, benign familial neonatal, 1	Seizures, benign familial neonatal, 1	121200
Epilepsy, benign neonatal, 2	Epilepsy, benign neonatal, 2	121201
Febrile seizures, familial, 1	Febrile seizures, familial, 1	121210
Copper deficiency, familial benign	Copper deficiency, familial benign	121270
Coproporphyria	Coproporphyria	121300
Coracoclavicular joint, anomalous	Coracoclavicular joint, anomalous	121350
Cornea guttata with anterior polar cataracts	Cornea guttata with anterior polar cataracts	121390
Cornea plana 1	Cornea plana 1	121400
Corneal dystrophy, crystalline, of schnyder	Corneal dystrophy, crystalline, of schnyder	121800
Corneal dystrophy, epithelial basement membrane	Corneal dystrophy, epithelial basement membrane	121820
Corneal fleck dystrophy	Corneal fleck dystrophy	121850
Groenouw type I corneal dystrophy	Groenouw type I corneal dystrophy	121900
Corneal dystrophy, posterior polymorphous, 1	Corneal dystrophy, posterior polymorphous, 1	122000
Meesmann corneal dystrophy 1	Meesmann corneal dystrophy 1	122100
Corneal dystrophy, lattice type I	Corneal dystrophy, lattice type I	122200
Epithelial recurrent erosion dystrophy	Epithelial recurrent erosion dystrophy	122400
Corneal hypesthesia with retinal abnormalities, sensorineural deafness,unusual facies, persistent ductus arteriosus, and mental retardation	Corneal hypesthesia with retinal abnormalities, sensorineural deafness,unusual facies, persistent ductus arteriosus, and mental retardation	122430
Coronary artery dissection, spontaneous	Coronary artery dissection, spontaneous	122455
Coronavirus 229E susceptibility	Coronavirus 229E susceptibility	122460
Cornelia de Lange syndrome 1	Cornelia de Lange syndrome 1	122470
Costocoracoid ligament, congenitally short	Costocoracoid ligament, congenitally short	122580
Spondylocostal dysostosis 5	Spondylocostal dysostosis 5	122600
Coumarin resistance	Coumarin resistance	122700
Coxa vara	Coxa vara	122750
Coxoauricular syndrome	Coxoauricular syndrome	122780
Cranioacrofacial syndrome	Cranioacrofacial syndrome	122850
Craniodiaphyseal dysplasia, autosomal dominant	Craniodiaphyseal dysplasia, autosomal dominant	122860
Craniofacial-deafness-hand syndrome	Craniofacial-deafness-hand syndrome	122880
Craniometaphyseal dysplasia, autosomal dominant	Craniometaphyseal dysplasia, autosomal dominant	123000
Craniosynostosis 1	Craniosynostosis 1	123100
Jackson-Weiss syndrome	Jackson-Weiss syndrome	123150
Craniosynostosis, sagittal, with dandy-walker malformation and hydrocephalus	Craniosynostosis, sagittal, with dandy-walker malformation and hydrocephalus	123155
Creatine phosphokinase, elevated serum	Creatine phosphokinase, elevated serum	123320
Creutzfeldt-Jakob disease	Creutzfeldt-Jakob disease	123400
Cri-Du-Chat syndrome	Cri-Du-Chat syndrome	123450
Crouzon syndrome	Crouzon syndrome	123500
Cryofibrinogenemia, familial primary	Cryofibrinogenemia, familial primary	123540
Cryoglobulinemia, familial mixed	Cryoglobulinemia, familial mixed	123550
Cryptotia, familial	Cryptotia, familial	123557
Cryptophthalmos, unilateral or bilateral, isolated	Cryptophthalmos, unilateral or bilateral, isolated	123570
Cutis laxa, autosomal dominant 1	Cutis laxa, autosomal dominant 1	123700
Beare-Stevenson cutis gyrata syndrome	Beare-Stevenson cutis gyrata syndrome	123790
Cystic angiomatosis of bone, diffuse	Cystic angiomatosis of bone, diffuse	123880
Mitochondrial complex III deficiency, nuclear type 1	Mitochondrial complex III deficiency, nuclear type 1	124000
Danubian endemic familial nephropathy	Danubian endemic familial nephropathy	124100
Darier-White disease	Darier-White disease	124200
Darwinian point of pinna	Darwinian point of pinna	124300
Darwinian tubercle of pinna	Darwinian tubercle of pinna	124300
Deafness, congenital, and onychodystrophy, autosomal dominant	Deafness, congenital, and onychodystrophy, autosomal dominant	124480
Vohwinkel syndrome	Vohwinkel syndrome	124500
Deafness, mid-tone neural	Deafness, mid-tone neural	124700
Deafness, autosomal dominant 1	Deafness, autosomal dominant 1	124900
Deafness, sensorineural, with peripheral neuropathy and arterial disease	Deafness, sensorineural, with peripheral neuropathy and arterial disease	124950
Deafness, unilateral	Deafness, unilateral	125000
Deafness with anhidrotic ectodermal dysplasia	Deafness with anhidrotic ectodermal dysplasia	125050
Optic atrophy with or without deafness, ophthalmoplegia, myopathy, ataxia, and neuropathy	Optic atrophy with or without deafness, ophthalmoplegia, myopathy, ataxia, and neuropathy	125250
Cerebral arteriopathy, autosomal dominant, with subcortical infarctsand leukoencephalopathy	Cerebral arteriopathy, autosomal dominant, with subcortical infarctsand leukoencephalopathy	125310
Dementia/parkinsonism with non-alzheimer amyloid plaques	Dementia/parkinsonism with non-alzheimer amyloid plaques	125320
Dental noneruption	Dental noneruption	125350
Dentatorubral-Pallidoluysian atrophy naito-oyanagi disease haw river syndrome ataxia, chorea, seizures, and dementia	Dentatorubral-Pallidoluysian atrophy naito-oyanagi disease haw river syndrome ataxia, chorea, seizures, and dementia	125370
Dentin dysplasia, type I, with microdontia and misshapen teeth	Dentin dysplasia, type I, with microdontia and misshapen teeth	125400
Dentin dysplasia, type II	Dentin dysplasia, type II	125420
Dentin dysplasia with sclerotic bones	Dentin dysplasia with sclerotic bones	125440
Deoxyribose-5-Phosphate aldolase deficiency	Deoxyribose-5-Phosphate aldolase deficiency	125460
Major affective disorder 1	Major affective disorder 1	125480
Dentinogenesis imperfecta 1	Dentinogenesis imperfecta 1	125490
Dentinogenesis imperfecta, shields type III	Dentinogenesis imperfecta, shields type III	125500
Cayler cardiofacial syndrome	Cayler cardiofacial syndrome	125520
Dermal ridges, nelson syndrome	Dermal ridges, nelson syndrome	125530
Dermal ridges, patternless	Dermal ridges, patternless	125540
Dermatopathia pigmentosa reticularis	Dermatopathia pigmentosa reticularis	125595
Dermatosis papulosa nigra	Dermatosis papulosa nigra	125600
Dermodistortive urticaria	Dermodistortive urticaria	125630
DERMOODONTODYSPLASIA	DERMOODONTODYSPLASIA	125640
Diabetes insipidus, Neurohypophyseal type	Diabetes insipidus, Neurohypophyseal type	125700
Diabetes insipidus, nephrogenic, 2	Diabetes insipidus, nephrogenic, 2	125800
Maturity-onset diabetes of the young, type 1	Maturity-onset diabetes of the young, type 1	125850
Maturity-onset diabetes of the young, type II	Maturity-onset diabetes of the young, type II	125851
Diabetes mellitus, insulin-dependent, 2	Diabetes mellitus, insulin-dependent, 2	125852
Diabetes mellitus, noninsulin-dependent	Diabetes mellitus, noninsulin-dependent	125853
Diastema, dental medial	Diastema, dental medial	125900
Digitotalar dysmorphism	Digitotalar dysmorphism	126050
Dilution, pigmentary	Dilution, pigmentary	126070
Discrimination, two-point, reduction in	Discrimination, two-point, reduction in	126180
Multiple sclerosis, susceptibility to	Multiple sclerosis, susceptibility to	126200
Distal osteosclerosis	Distal osteosclerosis	126250
DISTICHIASIS	DISTICHIASIS	126300
